Customer_ID,Age,Income,Spending_Score,Gender,Education_Level,Marital_Status,Occupation,Home_Ownership,Location,Number_of_Children,Number_of_Vehicles,Preferred_Channel,Membership_Level,Preferred_Brand,Annual_Spending
1696,45.06146119,78890.36286,4,Male,Bachelor,Married,Sales,Rent,Urban,3,1,Both,VIP,Brand_C,2512.4157
1697,30.38372425,48309.37473,28,Male,Master,Single,Executive,Rent,Urban,0,0,Both,VIP,Brand_B,5133.428755
1698,32.63050295,80768.87405,92,Male,Master,Married,Service,Mortgage,Suburban,4,1,In-store,Basic,Brand_C,4398.05358
1699,21.69226333,97987.87886,92,Female,High School,Married,Sales,Mortgage,Rural,3,2,In-store,Premium,Brand_C,6229.847374
1700,42.10951081,88630.43179,13,Female,Bachelor,Divorced,Service,Own,Urban,2,1,Both,Premium,Brand_A,5146.244428
1701,18.63197475,47069.68618,1,Female,High School,Divorced,Clerical,Own,Urban,0,2,In-store,VIP,Brand_C,2292.425739
1702,31.62996765,59531.31362,96,Female,Bachelor,Married,Technician,Rent,Rural,1,2,Online,Premium,Brand_A,6918.062853
1703,32.4611014,48275.9611,69,Male,PhD,Single,Executive,Rent,Rural,4,0,In-store,VIP,Brand_C,7476.58714
1704,33.88916575,53087.21769,74,Female,PhD,Single,Technician,Own,Rural,4,1,In-store,Basic,Brand_C,4357.886228
1705,25.96195083,93269.86553,78,Male,Master,Divorced,Technician,Mortgage,Urban,0,0,Online,Basic,Brand_A,5357.904044
1706,38.82947884,48022.817,22,Female,High School,Married,Craftsman,Rent,Urban,4,2,Both,Premium,Brand_B,3368.939905
1707,41.10458339,84558.51215,26,Female,High School,Divorced,Executive,Rent,Urban,1,0,Online,Premium,Brand_B,3076.255039
1708,7.607548886,53775.89816,27,Male,PhD,Married,Clerical,Rent,Urban,1,0,In-store,Basic,Brand_A,4023.550929
1709,40.89729334,67388.62124,97,Female,PhD,Married,Clerical,Rent,Urban,2,1,In-store,Premium,Brand_B,3320.689058
1710,28.01097372,84507.27699,75,Male,High School,Divorced,Service,Own,Suburban,2,2,Both,Basic,Brand_B,2867.732194
1711,45.47904966,75313.33018,73,Male,Bachelor,Married,Executive,Own,Suburban,4,2,Online,Premium,Brand_B,3509.201767
1712,56.74085709,67364.99482,28,Male,PhD,Divorced,Technician,Own,Urban,3,0,Both,Premium,Brand_C,3115.854563
1713,15.27622796,61521.61951,59,Male,High School,Married,Clerical,Rent,Urban,2,0,Online,VIP,Brand_B,3522.031941
1714,45.70830757,34075.72196,36,Male,Bachelor,Divorced,Craftsman,Own,Rural,3,2,Online,VIP,Brand_C,5405.555854
1715,42.57408077,61779.19479,30,Male,Bachelor,Married,Service,Rent,Rural,2,1,In-store,VIP,Brand_C,4502.351634
1716,29.67985988,20186.98484,18,Female,High School,Single,Craftsman,Mortgage,Suburban,1,0,Both,Basic,Brand_A,2821.444497
1717,32.56601611,57901.96898,26,Male,Bachelor,Divorced,Service,Own,Rural,4,2,Online,VIP,Brand_B,2603.136983
1718,24.9860627,91241.35977,58,Male,High School,Single,Craftsman,Own,Urban,4,0,Online,Premium,Brand_C,3363.708739
1719,38.87757662,43410.08906,20,Female,PhD,Married,Others,Mortgage,Suburban,0,1,In-store,VIP,Brand_C,3522.001803
1720,37.13519136,70817.86157,50,Male,Master,Married,Others,Mortgage,Suburban,1,0,Both,VIP,Brand_A,3646.405906
1721,43.02357858,67393.09074,99,Male,Bachelor,Single,Technician,Rent,Rural,1,1,Both,Basic,Brand_B,2940.097051
1722,21.13661843,65599.62762,86,Male,Bachelor,Married,Others,Rent,Suburban,2,0,In-store,VIP,Brand_B,9177.947787
1723,35.99004503,82052.61719,85,Male,High School,Divorced,Sales,Mortgage,Suburban,2,1,Both,Basic,Brand_B,5895.18207
1724,33.50535777,50241.29347,69,Male,Bachelor,Single,Sales,Rent,Rural,3,2,In-store,VIP,Brand_B,3216.705363
1725,25.49445055,48425.72853,100,Female,High School,Single,Clerical,Rent,Urban,1,0,In-store,Premium,Brand_A,5695.014906
1726,39.1209947,54762.15762,50,Male,Bachelor,Single,Technician,Mortgage,Rural,4,2,In-store,Premium,Brand_A,2530.645522
1727,24.94196789,48135.81204,48,Male,PhD,Married,Executive,Own,Rural,3,0,In-store,Basic,Brand_B,5487.806277
1728,55.61848573,67922.39271,10,Male,PhD,Married,Technician,Rent,Urban,3,2,In-store,VIP,Brand_B,3953.960007
1729,39.73678377,71993.20422,22,Female,PhD,Single,Sales,Own,Suburban,4,0,Both,Basic,Brand_A,10556.3946
1730,38.46107555,52570.80698,67,Female,Master,Divorced,Professional,Own,Suburban,4,1,Both,Basic,Brand_C,5060.775084
1731,36.18586498,60853.59402,31,Male,High School,Single,Professional,Mortgage,Rural,3,0,In-store,Basic,Brand_A,4670.226836
1732,40.62495943,59196.51345,48,Male,Bachelor,Divorced,Professional,Mortgage,Suburban,1,1,Both,Basic,Brand_B,5928.588597
1733,26.89644811,46930.50071,20,Female,Master,Married,Technician,Own,Rural,3,2,Online,Premium,Brand_B,7697.967023
1734,45.05225702,79317.64768,72,Female,PhD,Single,Sales,Own,Rural,2,1,Both,Premium,Brand_C,6488.648743
1735,46.09924739,63223.38835,44,Male,Master,Divorced,Sales,Rent,Urban,4,0,Both,VIP,Brand_C,5609.333127
1736,38.28707772,57256.30275,16,Female,Master,Married,Technician,Own,Urban,2,1,Both,VIP,Brand_C,5500.302843
1737,43.45764547,1701.872509,74,Female,PhD,Divorced,Sales,Own,Suburban,3,1,In-store,Basic,Brand_C,6051.946377
1738,35.71251724,45945.82866,88,Male,Master,Divorced,Craftsman,Rent,Suburban,4,2,Both,VIP,Brand_C,7517.882689
1739,27.8788096,70722.12428,61,Female,High School,Married,Others,Mortgage,Urban,2,0,Both,Premium,Brand_B,1881.269202
1740,43.08238566,63799.68781,37,Male,PhD,Divorced,Technician,Rent,Urban,4,2,Online,VIP,Brand_A,7752.435255
1741,55.72459521,39661.41442,12,Female,Bachelor,Divorced,Craftsman,Rent,Rural,2,1,Both,VIP,Brand_C,3508.016232
1742,32.50553761,51768.28175,70,Male,PhD,Single,Service,Rent,Suburban,1,2,Both,Premium,Brand_B,3382.343717
1743,41.33089464,26210.5695,28,Female,Bachelor,Single,Clerical,Rent,Suburban,1,0,In-store,VIP,Brand_B,5491.147365
1744,32.3103157,79454.86177,84,Male,PhD,Single,Craftsman,Mortgage,Urban,3,0,In-store,Premium,Brand_B,7207.146647
1745,56.3462693,51716.1749,54,Female,Bachelor,Divorced,Others,Mortgage,Urban,2,0,Online,Premium,Brand_C,2790.362164
1746,32.68680445,83053.39285,52,Male,Master,Divorced,Craftsman,Rent,Suburban,3,1,In-store,Premium,Brand_A,-230.3557778
1747,31.16201215,89237.52936,91,Female,High School,Single,Professional,Own,Rural,0,1,Online,VIP,Brand_B,8461.238271
1748,21.68172216,89259.31671,54,Male,High School,Divorced,Others,Own,Rural,0,2,Both,Basic,Brand_B,2645.650857
1749,37.64112049,103665.6327,14,Female,Bachelor,Divorced,Executive,Rent,Suburban,4,1,In-store,Premium,Brand_A,4211.591147
1750,32.08455274,63643.29572,28,Female,High School,Divorced,Sales,Rent,Rural,3,2,Online,Basic,Brand_B,4260.49433
1751,46.66188569,44390.60969,45,Male,PhD,Divorced,Clerical,Rent,Suburban,0,1,Both,VIP,Brand_B,3358.368316
1752,33.03923738,36225.77397,100,Male,PhD,Divorced,Executive,Own,Urban,4,0,In-store,Basic,Brand_B,5692.37399
1753,20.47135954,70196.85278,32,Female,High School,Married,Sales,Rent,Suburban,1,2,Both,Premium,Brand_B,2902.552011
1754,38.52543657,53387.34089,67,Female,Bachelor,Single,Clerical,Mortgage,Suburban,4,0,In-store,VIP,Brand_A,5272.427269
1755,33.18226491,37670.28858,7,Male,High School,Divorced,Craftsman,Rent,Suburban,4,0,In-store,Premium,Brand_C,1933.948372
1756,25.27179049,52463.04909,75,Female,Master,Divorced,Service,Mortgage,Urban,0,1,Both,Premium,Brand_B,1761.459197
1757,23.23711725,76760.82193,66,Female,High School,Single,Service,Rent,Rural,0,2,Both,Basic,Brand_A,2714.731228
1758,29.46744362,66878.33184,51,Male,High School,Single,Technician,Mortgage,Rural,2,0,In-store,VIP,Brand_B,5189.706793
1759,32.54220472,67534.6196,16,Male,Bachelor,Married,Others,Own,Urban,2,1,Both,Premium,Brand_A,5830.49433
1760,50.37328236,84907.06376,2,Female,Master,Divorced,Service,Own,Rural,2,1,In-store,Premium,Brand_C,9018.629143
1761,29.89175817,46562.62841,79,Male,Bachelor,Married,Sales,Rent,Rural,1,1,In-store,VIP,Brand_C,5858.113264
1762,34.30459437,69607.33761,15,Female,Bachelor,Single,Service,Rent,Urban,1,0,Both,Basic,Brand_B,2792.679669
1763,37.34607058,82331.7669,21,Female,High School,Single,Sales,Mortgage,Rural,2,2,In-store,Premium,Brand_C,4739.084652
1764,38.61670135,50452.377,41,Male,High School,Single,Sales,Own,Suburban,2,2,Both,Premium,Brand_C,6354.562496
1765,27.0264039,45913.35342,63,Male,Master,Divorced,Sales,Own,Rural,3,2,Both,VIP,Brand_A,6347.065751
1766,43.47229038,42598.48092,62,Male,Master,Married,Professional,Mortgage,Suburban,3,0,In-store,Premium,Brand_B,5238.098033
1767,25.52156965,59255.26256,62,Female,Bachelor,Divorced,Professional,Rent,Urban,0,0,Both,VIP,Brand_B,4784.437191
1768,54.55082226,54833.61991,39,Male,High School,Divorced,Sales,Rent,Rural,1,1,In-store,Basic,Brand_B,4617.756385
1769,35.92112318,56822.46516,46,Male,Master,Single,Craftsman,Mortgage,Urban,0,2,In-store,Premium,Brand_B,4552.839854
1770,50.99670096,53642.07806,17,Female,Master,Divorced,Service,Mortgage,Suburban,4,2,Online,VIP,Brand_A,4416.054641
1771,24.91515962,84231.24625,18,Female,PhD,Single,Clerical,Own,Urban,4,2,Both,Premium,Brand_A,6583.113324
1772,36.57685399,63973.12969,100,Female,Bachelor,Single,Craftsman,Own,Rural,2,0,Online,VIP,Brand_B,3532.140805
1773,22.81698834,75099.76364,56,Male,PhD,Divorced,Craftsman,Own,Rural,2,1,In-store,VIP,Brand_B,6289.639574
1774,30.36003992,49371.81955,87,Male,Master,Single,Executive,Rent,Rural,3,2,Both,Premium,Brand_A,5614.760815
1775,34.90094634,25317.0029,86,Male,Bachelor,Divorced,Clerical,Mortgage,Urban,2,1,In-store,VIP,Brand_A,5765.040976
1776,25.00634152,51857.84749,16,Male,Bachelor,Divorced,Clerical,Mortgage,Suburban,4,0,Both,VIP,Brand_C,4085.465596
1777,31.47870856,89147.15771,81,Male,Master,Divorced,Professional,Rent,Urban,1,0,In-store,VIP,Brand_C,7187.467368
1778,53.61202726,66214.74842,57,Male,PhD,Single,Executive,Own,Suburban,3,1,Both,VIP,Brand_B,8790.221927
1779,32.74701607,81312.45794,18,Female,High School,Single,Technician,Own,Rural,3,1,Both,Premium,Brand_C,4706.402827
1780,20.93628461,44542.23451,11,Female,Master,Single,Professional,Own,Suburban,4,0,In-store,Basic,Brand_A,6367.227195
1781,52.5811696,48298.4324,15,Male,Master,Married,Service,Mortgage,Urban,1,0,Both,Premium,Brand_A,6306.32657
1782,29.05717175,62716.62733,29,Female,PhD,Single,Others,Own,Rural,4,0,In-store,VIP,Brand_A,4960.844635
1783,49.15432012,68264.5491,23,Male,High School,Single,Clerical,Rent,Urban,0,1,Online,Premium,Brand_B,4939.168712
1784,32.24069923,57741.45191,1,Female,PhD,Single,Craftsman,Mortgage,Urban,2,1,Both,Basic,Brand_C,1048.187608
1785,16.37038012,41744.55912,49,Male,PhD,Divorced,Clerical,Own,Suburban,3,0,Both,Basic,Brand_B,6488.665624
1786,6.408980842,86126.68609,45,Female,High School,Single,Technician,Rent,Urban,1,2,In-store,Basic,Brand_A,8453.443805
1787,49.33744809,48255.33342,94,Female,Master,Divorced,Executive,Mortgage,Urban,2,2,In-store,VIP,Brand_A,4500.344667
1788,31.48891049,62700.05674,68,Male,Bachelor,Divorced,Professional,Own,Urban,3,2,Both,Premium,Brand_C,7437.645323
1789,40.30824903,58645.44182,57,Male,High School,Married,Clerical,Rent,Rural,4,0,Online,Premium,Brand_B,2722.978132
1790,50.89316898,90350.63721,7,Female,Bachelor,Divorced,Professional,Own,Suburban,3,1,Both,Premium,Brand_C,2102.156601
1791,40.3602373,66184.30888,97,Female,Bachelor,Divorced,Service,Own,Urban,4,2,Both,VIP,Brand_A,5079.661938
1792,22.97213194,61232.53683,72,Male,Bachelor,Divorced,Clerical,Rent,Rural,0,2,Both,Basic,Brand_A,3351.459726
1793,47.50022469,57222.35963,52,Male,High School,Divorced,Professional,Mortgage,Rural,3,2,Both,VIP,Brand_C,2049.607451
1794,30.97282644,81114.82193,18,Female,High School,Single,Service,Mortgage,Rural,0,0,In-store,Basic,Brand_C,3875.496139
1795,45.01864079,35327.92591,14,Female,High School,Single,Craftsman,Own,Rural,0,1,In-store,VIP,Brand_A,5841.269045
1796,41.94837413,64759.17135,99,Male,Bachelor,Married,Technician,Own,Rural,4,2,In-store,Basic,Brand_C,5699.427438
1797,37.76613077,56804.63338,4,Female,Bachelor,Married,Others,Mortgage,Urban,4,0,Both,Basic,Brand_B,2114.517086
1798,28.33384904,70846.73057,17,Male,PhD,Divorced,Professional,Own,Rural,0,2,Both,Premium,Brand_B,2748.323276
1799,26.79562039,41704.65369,86,Male,Master,Married,Others,Rent,Rural,3,2,Online,VIP,Brand_C,5200.903815
1800,25.0575874,36005.56637,47,Male,PhD,Divorced,Others,Mortgage,Rural,4,0,In-store,VIP,Brand_A,8079.559638
1801,48.08128851,51851.28458,63,Female,Bachelor,Single,Clerical,Own,Rural,2,2,In-store,VIP,Brand_C,3308.389555
1802,37.96398608,76832.87736,42,Female,Bachelor,Divorced,Service,Mortgage,Suburban,0,2,Online,Basic,Brand_C,5960.001975
1803,36.42729616,43848.79281,66,Male,High School,Divorced,Sales,Own,Rural,0,0,Online,Premium,Brand_C,9941.450883
1804,23.46938891,49301.31392,23,Female,Master,Married,Service,Rent,Suburban,4,0,In-store,VIP,Brand_C,3810.63187
1805,35.13339712,51743.68165,68,Female,Bachelor,Married,Clerical,Rent,Suburban,2,1,In-store,VIP,Brand_B,2880.3674
1806,41.86624794,60000.80601,23,Female,High School,Divorced,Sales,Mortgage,Rural,4,2,Both,VIP,Brand_C,5759.546216
1807,21.9526621,58966.97769,46,Male,High School,Divorced,Craftsman,Mortgage,Rural,0,0,Both,Basic,Brand_B,9475.298722
1808,46.90364673,75511.53698,72,Male,Bachelor,Divorced,Professional,Mortgage,Urban,2,2,Both,Premium,Brand_C,5911.804839
1809,37.30360367,7665.643966,29,Female,PhD,Single,Others,Mortgage,Suburban,4,0,Online,Premium,Brand_B,5267.876211
1810,20.08157834,85388.90379,47,Male,Bachelor,Divorced,Technician,Own,Suburban,0,0,Both,Premium,Brand_A,5077.664969
1811,46.85725833,47986.86179,21,Female,Bachelor,Married,Others,Rent,Rural,4,1,Online,Basic,Brand_B,7259.403838
1812,37.05064218,79514.4258,66,Female,PhD,Single,Clerical,Rent,Rural,1,2,Online,Premium,Brand_B,377.4880282
1813,42.43200841,34029.23502,68,Male,Bachelor,Married,Craftsman,Rent,Urban,4,2,Both,VIP,Brand_A,4247.933319
1814,41.58691969,26516.79793,71,Male,PhD,Divorced,Sales,Mortgage,Urban,1,0,Both,VIP,Brand_A,7053.281965
1815,51.56889625,-1311.482566,40,Male,PhD,Married,Others,Rent,Suburban,3,0,Online,VIP,Brand_A,7389.294153
1816,24.06325924,78221.21032,95,Male,High School,Divorced,Craftsman,Rent,Suburban,4,0,In-store,Premium,Brand_A,3611.244485
1817,28.86003508,55162.23423,49,Female,High School,Married,Sales,Rent,Urban,1,0,Both,VIP,Brand_B,1412.76946
1818,20.40913698,61896.54535,47,Male,Master,Single,Technician,Own,Suburban,1,1,Both,Premium,Brand_C,7670.718909
1819,40.76075872,27489.42402,98,Male,Master,Divorced,Craftsman,Own,Suburban,3,0,In-store,Premium,Brand_B,4412.320351
1820,29.82882438,73756.25355,99,Female,Master,Married,Craftsman,Mortgage,Suburban,0,0,Both,VIP,Brand_B,686.0944294
1821,50.93839505,62882.41845,90,Male,PhD,Married,Service,Own,Urban,3,0,Online,Premium,Brand_B,5043.593519
1822,26.9334236,66700.99806,22,Male,PhD,Married,Service,Own,Urban,4,1,In-store,Premium,Brand_C,6851.231604
1823,45.19183846,69276.91088,50,Male,High School,Single,Clerical,Mortgage,Rural,4,0,In-store,Premium,Brand_A,8379.699728
1824,47.8317037,66676.5418,52,Female,Master,Single,Clerical,Rent,Urban,4,1,Both,VIP,Brand_C,4244.870634
1825,16.98113667,73731.57806,75,Female,PhD,Single,Technician,Rent,Suburban,0,0,In-store,Basic,Brand_A,5053.699506
1826,41.81286443,42435.76465,95,Female,Master,Married,Service,Mortgage,Rural,1,0,Online,Premium,Brand_C,3534.647533
1827,49.13115802,62913.70602,40,Female,High School,Single,Technician,Rent,Suburban,4,0,Both,Premium,Brand_A,7151.880793
1828,46.12070767,27791.9356,36,Male,High School,Single,Service,Mortgage,Rural,2,2,Online,VIP,Brand_A,2033.182709
1829,32.03728385,63015.18654,59,Female,PhD,Single,Others,Mortgage,Urban,2,0,Both,Premium,Brand_C,9354.336155
1830,37.42605304,65752.36105,69,Male,PhD,Married,Others,Rent,Suburban,0,0,Both,VIP,Brand_A,3737.612209
1831,24.02011628,58244.9299,17,Female,Bachelor,Married,Sales,Mortgage,Rural,0,1,Online,Premium,Brand_C,4229.919026
1832,43.85799753,18749.02151,35,Female,PhD,Married,Sales,Mortgage,Rural,1,2,Both,Premium,Brand_C,8521.105447
1833,29.49795291,61930.06299,83,Male,High School,Divorced,Others,Rent,Suburban,2,2,Both,Premium,Brand_B,4282.152472
1834,33.20472493,39637.49645,53,Male,High School,Single,Service,Own,Suburban,3,0,Both,Basic,Brand_A,5460.737072
1835,17.27352408,44647.69902,19,Male,Master,Married,Technician,Mortgage,Urban,3,1,In-store,VIP,Brand_A,10265.22649
1836,43.28921918,34152.3998,57,Female,High School,Divorced,Technician,Mortgage,Rural,0,2,Online,VIP,Brand_B,98.55608968
1837,37.68022761,58798.01208,11,Female,Master,Single,Executive,Rent,Suburban,4,1,In-store,VIP,Brand_A,3023.004043
1838,40.1062921,64576.56169,15,Male,PhD,Divorced,Technician,Rent,Suburban,3,0,Online,Basic,Brand_C,3519.63674
1839,36.56771739,59897.94368,14,Male,Bachelor,Divorced,Professional,Own,Rural,3,0,Both,Basic,Brand_C,1404.340059
1840,32.1551988,56536.89358,2,Male,Bachelor,Single,Technician,Own,Rural,3,2,Online,VIP,Brand_B,8389.212166
1841,18.34473684,59728.88593,2,Female,PhD,Married,Sales,Own,Urban,1,0,In-store,Premium,Brand_A,3684.996589
1842,31.74745534,42227.14277,30,Male,PhD,Married,Craftsman,Mortgage,Rural,0,0,Online,Basic,Brand_C,4667.090542
1843,37.50098546,53138.2571,31,Female,PhD,Divorced,Executive,Own,Rural,3,0,Both,Basic,Brand_A,2951.503079
1844,47.6456514,73590.06773,19,Female,Bachelor,Single,Technician,Mortgage,Urban,1,0,In-store,Basic,Brand_A,7783.939268
1845,22.46360794,37017.8183,81,Female,Bachelor,Single,Others,Rent,Rural,3,2,In-store,Basic,Brand_B,3717.475464
1846,33.28629691,40835.91457,91,Male,PhD,Single,Professional,Own,Urban,2,0,Online,VIP,Brand_B,1563.164303
1847,37.81626598,92727.80022,52,Female,Bachelor,Married,Service,Mortgage,Rural,4,2,Online,VIP,Brand_A,7032.862958
1848,44.91823919,52071.86834,94,Male,PhD,Married,Executive,Rent,Urban,2,0,Both,Premium,Brand_C,2013.81007
1849,26.72599444,40931.4367,23,Female,PhD,Married,Craftsman,Own,Rural,1,1,Both,Basic,Brand_B,4384.736057
1850,42.8845088,60799.1456,14,Female,PhD,Divorced,Clerical,Rent,Suburban,0,2,Both,VIP,Brand_C,4913.199249
1851,52.48823629,72685.68723,98,Female,High School,Single,Professional,Mortgage,Urban,2,2,Online,VIP,Brand_B,2977.458542
1852,40.87256498,15473.77243,75,Female,Bachelor,Single,Clerical,Own,Urban,2,0,In-store,VIP,Brand_C,3905.994183
1853,36.49030131,74256.98513,77,Female,High School,Married,Executive,Own,Urban,0,2,Online,Basic,Brand_B,2070.007347
1854,44.69771982,67067.91938,82,Female,Master,Divorced,Service,Mortgage,Rural,0,2,In-store,Basic,Brand_A,6790.473494
1855,34.86031527,71544.63353,75,Male,High School,Single,Others,Mortgage,Urban,4,0,In-store,Premium,Brand_A,2197.945871
1856,26.93532282,69275.20262,1,Female,PhD,Divorced,Technician,Mortgage,Rural,0,0,Both,Basic,Brand_B,5808.498325
1857,29.02156686,46973.96602,74,Male,High School,Single,Sales,Rent,Suburban,1,2,In-store,VIP,Brand_B,7752.431326
1858,38.27273647,50220.64665,4,Female,Master,Married,Technician,Rent,Suburban,3,0,Both,Premium,Brand_A,1584.942639
1859,32.66093948,49250.45387,65,Male,PhD,Single,Service,Own,Urban,2,0,Both,Basic,Brand_B,3019.12756
1860,4.761625359,78569.17103,70,Male,Master,Married,Others,Own,Rural,2,0,Online,Premium,Brand_C,3549.573445
1861,39.20811911,76213.03136,72,Female,PhD,Married,Clerical,Mortgage,Urban,1,1,Online,Premium,Brand_B,7429.996335
1862,53.8845974,36858.86162,39,Male,PhD,Single,Executive,Own,Rural,1,2,Both,Basic,Brand_A,3968.875969
1863,42.34616629,32053.88298,73,Male,Master,Married,Professional,Own,Urban,1,1,Both,Basic,Brand_B,5078.085527
1864,30.18880391,109395.4077,66,Male,PhD,Married,Sales,Own,Urban,0,1,Both,Basic,Brand_C,7038.922408
1865,26.38387496,35887.05675,52,Female,Bachelor,Divorced,Professional,Rent,Suburban,3,1,In-store,VIP,Brand_C,6292.375121
1866,44.02654542,86150.03049,91,Male,Master,Divorced,Craftsman,Mortgage,Suburban,2,2,Both,Premium,Brand_C,4514.034216
1867,41.40221135,58256.21114,71,Female,Master,Married,Clerical,Rent,Suburban,1,1,Both,Basic,Brand_C,3916.346649
1868,32.4314378,49949.12485,1,Male,PhD,Married,Others,Mortgage,Rural,2,0,Both,VIP,Brand_B,4630.202132
1869,41.73227709,32322.93086,50,Male,High School,Married,Executive,Rent,Suburban,0,1,In-store,Premium,Brand_B,5175.787417
1870,44.77292132,32922.01125,24,Female,PhD,Divorced,Sales,Mortgage,Rural,2,2,Online,VIP,Brand_B,2942.89056
1871,22.62936734,63018.31436,35,Male,Bachelor,Married,Clerical,Rent,Urban,2,0,Both,VIP,Brand_C,4657.181439
1872,28.89369385,85147.38561,79,Female,Master,Married,Technician,Mortgage,Rural,0,1,Both,Basic,Brand_B,5126.894197
1873,42.41148918,25375.22807,99,Female,PhD,Single,Clerical,Mortgage,Urban,2,0,Online,Premium,Brand_B,3864.927052
1874,41.50731403,26617.76229,41,Male,High School,Single,Craftsman,Rent,Rural,2,0,Both,VIP,Brand_C,5037.445098
1875,33.05186831,62008.39402,47,Female,Bachelor,Married,Executive,Rent,Urban,4,0,Online,Premium,Brand_B,5189.670919
1876,31.60595482,68497.66275,87,Female,PhD,Single,Technician,Mortgage,Urban,1,1,In-store,VIP,Brand_B,6287.084855
1877,34.23097111,46627.53951,100,Female,Master,Single,Technician,Mortgage,Rural,3,0,Both,Basic,Brand_A,1399.886912
1878,39.80295314,60930.14259,71,Male,High School,Divorced,Service,Rent,Suburban,4,2,Online,Premium,Brand_C,7371.924684
1879,23.98167666,84814.04111,62,Female,Master,Single,Technician,Own,Suburban,2,2,Online,Premium,Brand_A,4084.624846
1880,53.37939886,39628.90493,48,Female,High School,Divorced,Others,Mortgage,Urban,4,0,Online,Basic,Brand_A,5904.881859
1881,39.07750387,52559.35822,62,Male,Master,Single,Others,Mortgage,Rural,3,2,In-store,Basic,Brand_A,4357.028622
1882,37.81317751,24551.88972,85,Male,Master,Single,Professional,Own,Urban,1,2,Online,VIP,Brand_C,4335.447497
1883,48.87261776,90779.7608,33,Female,Master,Divorced,Professional,Own,Urban,3,2,Online,VIP,Brand_B,9608.943733
1884,51.16024896,43968.16238,29,Female,Bachelor,Divorced,Professional,Rent,Suburban,4,2,In-store,Basic,Brand_B,4224.782968
1885,53.94305181,47776.82762,30,Female,High School,Single,Technician,Rent,Urban,3,0,Both,Basic,Brand_B,2688.795929
1886,39.26256859,78111.76899,32,Female,Bachelor,Married,Professional,Rent,Suburban,3,2,Both,VIP,Brand_A,4035.607902
1887,34.49129129,66169.67416,83,Male,Master,Married,Technician,Own,Suburban,0,2,Both,Basic,Brand_A,7092.308604
1888,19.00001694,71174.12622,36,Male,Master,Single,Clerical,Own,Rural,3,0,Online,VIP,Brand_A,7921.345451
1889,34.91755816,40185.8305,51,Female,Bachelor,Divorced,Technician,Own,Suburban,2,2,Both,VIP,Brand_C,6952.714493
1890,26.92246863,110472.7733,24,Male,Bachelor,Married,Executive,Mortgage,Rural,2,1,Both,VIP,Brand_B,5393.018571
1891,38.6716204,53226.71145,58,Female,Master,Single,Service,Rent,Suburban,1,0,In-store,VIP,Brand_A,5135.165021
1892,21.88918809,81710.01608,57,Female,PhD,Divorced,Service,Own,Urban,3,2,Online,Premium,Brand_B,7715.52417
1893,25.45781577,63478.74953,29,Female,PhD,Divorced,Executive,Mortgage,Suburban,1,1,Online,VIP,Brand_A,3877.41884
1894,50.13194177,98450.72099,29,Female,Master,Divorced,Professional,Rent,Urban,3,1,Both,Premium,Brand_B,8429.595556
1895,38.02542465,72171.19666,13,Female,PhD,Divorced,Professional,Own,Urban,3,2,Online,Basic,Brand_B,6140.751403
1896,44.51664254,67470.05646,36,Female,Bachelor,Single,Technician,Own,Urban,3,2,In-store,Premium,Brand_A,4707.581988
1897,41.06921307,61725.70268,3,Female,High School,Single,Sales,Mortgage,Suburban,3,0,In-store,Basic,Brand_C,7154.704378
1898,53.4913422,63324.45873,69,Male,High School,Divorced,Executive,Own,Suburban,0,1,Both,Basic,Brand_A,2290.759595
1899,53.17265767,39924.82587,38,Female,Master,Single,Technician,Mortgage,Urban,3,1,Both,Basic,Brand_A,6578.816017
1900,23.49700169,68515.66405,67,Female,Bachelor,Divorced,Professional,Mortgage,Rural,2,0,Online,Premium,Brand_C,7812.866284
1901,35.05092975,54721.46111,26,Female,Bachelor,Single,Professional,Own,Rural,1,1,Online,VIP,Brand_C,6095.267192
1902,30.69351289,83463.07484,16,Male,High School,Married,Technician,Own,Rural,3,2,In-store,Basic,Brand_B,4343.182382
1903,31.12694676,39997.74123,78,Female,Bachelor,Single,Craftsman,Own,Urban,0,0,In-store,VIP,Brand_A,7491.270274
1904,27.48493684,47685.41352,18,Male,Bachelor,Single,Craftsman,Rent,Rural,2,2,In-store,Basic,Brand_A,5977.717126
1905,5.097280214,75732.09187,63,Female,PhD,Single,Executive,Mortgage,Urban,3,0,In-store,VIP,Brand_C,1426.248253
1906,31.40021417,57671.29453,52,Female,High School,Divorced,Executive,Own,Suburban,1,0,Both,VIP,Brand_C,5945.560105
1907,54.04987455,48652.64075,94,Female,PhD,Married,Craftsman,Mortgage,Suburban,3,2,In-store,Premium,Brand_A,5328.705419
1908,37.07317226,92053.60609,67,Female,Bachelor,Single,Executive,Own,Suburban,4,1,In-store,VIP,Brand_B,6537.999804
1909,37.81888243,50921.60828,1,Male,Master,Divorced,Technician,Own,Urban,3,2,Both,VIP,Brand_A,6587.031971
1910,40.49741647,50894.27193,99,Male,Bachelor,Married,Service,Mortgage,Rural,1,0,In-store,Premium,Brand_B,7574.031624
1911,25.82255077,70959.4306,34,Female,Master,Divorced,Service,Mortgage,Urban,4,1,In-store,Premium,Brand_B,1235.137962
1912,50.91111542,89565.00218,2,Female,PhD,Single,Professional,Own,Rural,3,2,In-store,Basic,Brand_A,7651.577762
